      TIME       MSD_x       DSD_y       MSD_z      MSD_xy      MSD_xz      MSD_yz     MSD_xyz       STD_x       STD_y       STD_z      STD_xy      STD_xz      STD_yz     STD_xyz        N_eff
4.55000e+01 2.64316e+00 2.79864e+00 2.64316e+00 5.44180e+00 5.28632e+00 5.44180e+00 8.08497e+00 9.26644e-03 9.81153e-03 9.26644e-03 1.34902e-02 1.31047e-02 1.34902e-02 1.63647e-02 2.32959e+00
4.65000e+01 2.47516e+00 2.23199e+00 2.78781e+00 4.70714e+00 5.26297e+00 5.01980e+00 7.49496e+00 9.05027e-03 8.16112e-03 1.01935e-02 1.21703e-02 1.36074e-02 1.29786e-02 1.58222e-02 2.57322e+00
4.75000e+01 2.57938e+00 2.99625e+00 2.68359e+00 5.57562e+00 5.26297e+00 5.67984e+00 8.25922e+00 9.44451e-03 1.09709e-02 9.82610e-03 1.44359e-02 1.36264e-02 1.47057e-02 1.74599e-02 2.58159e+00
4.85000e+01 2.86679e+00 2.49249e+00 2.83277e+00 5.35929e+00 5.69956e+00 5.32526e+00 8.19205e+00 1.03897e-02 9.03316e-03 1.02664e-02 1.37340e-02 1.46060e-02 1.36468e-02 1.71411e-02 2.52049e+00
4.95000e+01 2.86679e+00 2.39041e+00 2.52652e+00 5.25720e+00 5.39331e+00 4.91693e+00 7.78372e+00 1.03608e-02 8.63912e-03 9.13103e-03 1.34350e-02 1.37828e-02 1.25654e-02 1.62414e-02 2.50410e+00
5.05000e+01 2.78349e+00 2.09479e+00 2.20957e+00 4.87828e+00 4.99306e+00 4.30436e+00 7.08785e+00 1.01824e-02 7.66307e-03 8.08297e-03 1.26187e-02 1.29156e-02 1.11341e-02 1.49698e-02 2.57604e+00
5.15000e+01 2.87336e+00 2.48265e+00 3.03616e+00 5.35602e+00 5.90953e+00 5.51881e+00 8.39218e+00 1.04569e-02 9.03496e-03 1.10493e-02 1.37828e-02 1.52072e-02 1.42017e-02 1.76329e-02 2.54510e+00
5.25000e+01 2.25404e+00 2.18917e+00 2.61079e+00 4.44321e+00 4.86483e+00 4.79996e+00 7.05400e+00 8.30213e-03 8.06322e-03 9.61614e-03 1.15721e-02 1.26701e-02 1.25012e-02 1.50004e-02 2.61719e+00
5.35000e+01 2.29240e+00 2.72587e+00 2.82590e+00 5.01826e+00 5.11829e+00 5.55176e+00 7.84416e+00 8.38351e-03 9.96875e-03 1.03346e-02 1.29770e-02 1.32357e-02 1.43566e-02 1.65624e-02 2.57430e+00
5.45000e+01 2.76456e+00 2.62142e+00 2.69299e+00 5.38598e+00 5.45755e+00 5.31440e+00 8.07897e+00 1.03684e-02 9.83154e-03 1.01000e-02 1.42835e-02 1.44733e-02 1.40937e-02 1.74937e-02 2.72845e+00
5.55000e+01 2.82101e+00 2.67005e+00 2.48136e+00 5.49106e+00 5.30237e+00 5.15141e+00 7.97242e+00 1.02905e-02 9.73983e-03 9.05150e-03 1.41636e-02 1.36769e-02 1.32875e-02 1.67904e-02 2.55909e+00
5.65000e+01 2.54162e+00 2.96523e+00 2.20274e+00 5.50685e+00 4.74437e+00 5.16797e+00 7.70959e+00 9.03493e-03 1.05408e-02 7.83027e-03 1.38421e-02 1.19255e-02 1.29903e-02 1.58228e-02 2.40816e+00
5.75000e+01 2.42424e+00 2.93128e+00 2.58269e+00 5.35552e+00 5.00693e+00 5.51397e+00 7.93821e+00 8.49692e-03 1.02741e-02 9.05227e-03 1.32731e-02 1.24092e-02 1.36658e-02 1.60638e-02 2.32824e+00
5.85000e+01 2.51056e+00 3.34082e+00 2.35241e+00 5.85138e+00 4.86297e+00 5.69324e+00 8.20380e+00 1.01196e-02 1.34663e-02 9.48216e-03 1.66777e-02 1.38605e-02 1.62270e-02 1.90918e-02 3.10476e+00
5.95000e+01 2.93827e+00 2.97421e+00 2.93827e+00 5.91249e+00 5.87654e+00 5.91249e+00 8.85076e+00 1.05921e-02 1.07217e-02 1.05921e-02 1.50712e-02 1.49796e-02 1.50712e-02 1.84209e-02 2.48918e+00
6.05000e+01 3.13880e+00 2.49079e+00 3.13880e+00 5.62959e+00 6.27760e+00 5.62959e+00 8.76840e+00 1.11228e-02 8.82650e-03 1.11228e-02 1.41063e-02 1.57300e-02 1.41063e-02 1.79395e-02 2.39024e+00
6.15000e+01 3.22694e+00 2.78996e+00 2.89080e+00 6.01689e+00 6.11773e+00 5.68075e+00 8.90769e+00 1.18820e-02 1.02730e-02 1.06443e-02 1.56659e-02 1.59285e-02 1.47908e-02 1.89367e-02 2.61538e+00
6.25000e+01 2.91919e+00 2.61590e+00 2.69172e+00 5.53509e+00 5.61092e+00 5.30762e+00 8.22682e+00 1.10956e-02 9.94279e-03 1.02310e-02 1.48764e-02 1.50802e-02 1.42650e-02 1.80534e-02 2.81279e+00
6.35000e+01 2.34323e+00 2.82971e+00 2.50539e+00 5.17293e+00 4.84861e+00 5.33509e+00 7.67832e+00 8.63620e-03 1.04292e-02 9.23386e-03 1.34813e-02 1.26360e-02 1.39039e-02 1.63386e-02 2.62109e+00
6.45000e+01 2.38981e+00 2.74885e+00 2.92836e+00 5.13866e+00 5.31818e+00 5.67721e+00 8.06702e+00 8.87132e-03 1.02041e-02 1.08705e-02 1.34884e-02 1.39596e-02 1.49020e-02 1.72893e-02 2.66486e+00
6.55000e+01 3.03639e+00 2.94151e+00 2.75173e+00 5.97790e+00 5.78813e+00 5.69324e+00 8.72963e+00 1.18659e-02 1.14951e-02 1.07535e-02 1.65187e-02 1.59943e-02 1.57321e-02 1.96960e-02 2.99429e+00
6.65000e+01 2.96351e+00 2.86753e+00 2.72355e+00 5.83104e+00 5.68707e+00 5.59108e+00 8.55460e+00 1.09177e-02 1.05640e-02 1.00336e-02 1.51899e-02 1.48148e-02 1.45648e-02 1.81954e-02 2.61850e+00
6.75000e+01 2.48668e+00 2.48668e+00 2.15786e+00 4.97336e+00 4.64455e+00 4.64455e+00 7.13123e+00 8.95804e-03 8.95804e-03 7.77351e-03 1.26686e-02 1.18310e-02 1.18310e-02 1.48319e-02 2.48515e+00
6.85000e+01 2.75656e+00 2.58085e+00 2.27334e+00 5.33741e+00 5.02991e+00 4.85419e+00 7.61075e+00 1.04199e-02 9.75567e-03 8.59329e-03 1.42663e-02 1.34443e-02 1.29747e-02 1.66097e-02 2.77778e+00
6.95000e+01 2.78506e+00 2.73251e+00 3.31055e+00 5.51758e+00 6.09561e+00 6.04306e+00 8.82812e+00 9.69682e-03 9.51387e-03 1.15264e-02 1.35840e-02 1.50071e-02 1.48777e-02 1.77461e-02 2.29114e+00
7.05000e+01 2.81252e+00 2.39739e+00 2.81252e+00 5.20991e+00 5.62504e+00 5.20991e+00 8.02242e+00 9.46129e-03 8.06479e-03 9.46129e-03 1.23928e-02 1.33803e-02 1.23928e-02 1.55812e-02 2.10500e+00
7.15000e+01 2.93870e+00 2.72021e+00 2.45802e+00 5.65890e+00 5.39672e+00 5.17822e+00 8.11692e+00 1.02868e-02 9.52202e-03 8.60423e-03 1.40070e-02 1.33580e-02 1.28172e-02 1.64043e-02 2.32105e+00
7.25000e+01 2.37218e+00 3.14314e+00 3.14314e+00 5.51532e+00 5.51532e+00 6.28628e+00 8.65847e+00 8.39950e-03 1.11293e-02 1.11293e-02 1.38090e-02 1.38090e-02 1.57393e-02 1.77005e-02 2.38571e+00
7.35000e+01 3.20990e+00 2.71083e+00 2.98305e+00 5.92073e+00 6.19295e+00 5.69389e+00 8.90379e+00 1.15873e-02 9.78576e-03 1.07684e-02 1.51131e-02 1.58079e-02 1.45340e-02 1.85569e-02 2.49727e+00
7.45000e+01 4.22089e+00 2.31917e+00 3.01492e+00 6.54007e+00 7.23582e+00 5.33410e+00 9.55499e+00 1.46647e-02 8.05752e-03 1.04748e-02 1.60670e-02 1.77763e-02 1.31043e-02 1.91663e-02 2.27933e+00
7.55000e+01 2.65998e+00 2.83441e+00 2.59021e+00 5.49439e+00 5.25020e+00 5.42462e+00 8.08461e+00 9.48242e-03 1.01042e-02 9.23370e-03 1.38498e-02 1.32343e-02 1.36740e-02 1.66394e-02 2.42437e+00
7.65000e+01 2.57295e+00 2.83241e+00 2.91890e+00 5.40536e+00 5.49185e+00 5.75131e+00 8.32426e+00 9.34175e-03 1.02838e-02 1.05978e-02 1.38773e-02 1.40994e-02 1.47655e-02 1.74494e-02 2.53125e+00
7.75000e+01 2.58278e+00 3.05452e+00 2.58278e+00 5.63730e+00 5.16556e+00 5.63730e+00 8.22008e+00 9.81647e-03 1.16094e-02 9.81647e-03 1.51504e-02 1.38826e-02 1.51504e-02 1.80378e-02 2.81250e+00
7.85000e+01 2.58659e+00 2.88463e+00 2.75690e+00 5.47123e+00 5.34349e+00 5.64154e+00 8.22813e+00 1.03761e-02 1.15717e-02 1.10593e-02 1.55194e-02 1.51571e-02 1.60025e-02 1.90567e-02 3.07179e+00
7.95000e+01 3.20784e+00 2.97560e+00 2.91754e+00 6.18343e+00 6.12537e+00 5.89313e+00 9.10097e+00 1.16060e-02 1.07657e-02 1.05557e-02 1.58192e-02 1.56706e-02 1.50765e-02 1.90106e-02 2.51049e+00
8.05000e+01 3.01756e+00 3.08733e+00 2.66871e+00 6.10488e+00 5.68626e+00 5.75603e+00 8.77359e+00 1.13829e-02 1.16460e-02 1.00669e-02 1.62839e-02 1.51673e-02 1.53534e-02 1.91079e-02 2.76471e+00
8.15000e+01 2.37218e+00 3.02453e+00 2.84662e+00 5.39672e+00 5.21880e+00 5.87115e+00 8.24333e+00 8.33612e-03 1.06285e-02 1.00033e-02 1.34100e-02 1.29680e-02 1.45889e-02 1.67247e-02 2.34286e+00
8.25000e+01 2.23106e+00 2.58625e+00 2.54185e+00 4.81731e+00 4.77291e+00 5.12810e+00 7.35916e+00 8.14174e-03 9.43793e-03 9.27591e-03 1.24307e-02 1.23161e-02 1.32327e-02 1.55051e-02 2.56150e+00
8.35000e+01 2.84770e+00 3.55647e+00 2.64520e+00 6.40417e+00 5.49290e+00 6.20167e+00 9.04937e+00 1.03380e-02 1.29110e-02 9.60283e-03 1.64395e-02 1.41003e-02 1.59197e-02 1.89670e-02 2.53049e+00
8.45000e+01 2.52689e+00 2.88787e+00 2.11434e+00 5.41476e+00 4.64123e+00 5.00221e+00 7.52910e+00 9.33221e-03 1.06654e-02 7.80858e-03 1.41404e-02 1.21204e-02 1.30631e-02 1.60539e-02 2.63354e+00
8.55000e+01 2.56926e+00 2.21488e+00 2.36676e+00 4.78414e+00 4.93602e+00 4.58164e+00 7.15090e+00 9.49914e-03 8.18892e-03 8.75044e-03 1.25073e-02 1.29044e-02 1.19779e-02 1.52643e-02 2.64024e+00
8.65000e+01 2.48041e+00 2.52193e+00 2.56344e+00 5.00234e+00 5.04385e+00 5.08537e+00 7.56578e+00 8.82787e-03 8.97561e-03 9.12336e-03 1.25890e-02 1.26934e-02 1.27979e-02 1.55462e-02 2.41500e+00
8.75000e+01 2.47373e+00 2.24626e+00 2.07566e+00 4.71999e+00 4.54939e+00 4.32192e+00 6.79565e+00 8.69237e-03 7.89307e-03 7.29359e-03 1.17277e-02 1.13038e-02 1.07386e-02 1.37866e-02 2.34247e+00
8.85000e+01 2.33675e+00 2.44118e+00 2.38897e+00 4.77793e+00 4.72572e+00 4.83015e+00 7.16690e+00 8.61452e-03 8.99953e-03 8.80703e-03 1.24550e-02 1.23189e-02 1.25911e-02 1.52542e-02 2.62264e+00
8.95000e+01 2.87791e+00 2.57229e+00 2.52135e+00 5.45020e+00 5.39926e+00 5.09364e+00 7.97155e+00 1.02683e-02 9.17790e-03 8.99616e-03 1.37506e-02 1.36221e-02 1.28510e-02 1.64212e-02 2.42945e+00
9.05000e+01 2.61131e+00 2.26696e+00 2.72610e+00 4.87828e+00 5.33741e+00 4.99306e+00 7.60438e+00 9.55260e-03 8.29291e-03 9.97249e-03 1.26187e-02 1.38063e-02 1.29156e-02 1.60607e-02 2.57604e+00
9.15000e+01 2.61131e+00 2.45062e+00 2.18279e+00 5.06193e+00 4.79410e+00 4.63341e+00 7.24472e+00 9.59075e-03 9.00055e-03 8.01689e-03 1.31460e-02 1.24505e-02 1.20331e-02 1.53622e-02 2.60000e+00
9.25000e+01 2.31213e+00 2.36468e+00 2.31213e+00 4.67680e+00 4.62425e+00 4.67680e+00 6.98893e+00 8.16004e-03 8.34549e-03 8.16004e-03 1.16712e-02 1.15400e-02 1.16712e-02 1.42407e-02 2.36709e+00
9.35000e+01 2.39499e+00 2.02244e+00 2.71432e+00 4.41743e+00 5.10932e+00 4.73676e+00 7.13175e+00 8.89315e-03 7.50977e-03 1.00789e-02 1.15986e-02 1.34153e-02 1.24371e-02 1.52893e-02 2.66667e+00
9.45000e+01 2.25615e+00 2.49681e+00 2.67730e+00 4.75296e+00 4.93345e+00 5.17411e+00 7.43026e+00 8.33800e-03 9.22739e-03 9.89443e-03 1.24206e-02 1.28923e-02 1.35212e-02 1.58539e-02 2.63768e+00
9.55000e+01 2.16275e+00 2.22081e+00 2.22081e+00 4.38356e+00 4.38356e+00 4.44162e+00 6.60437e+00 7.76894e-03 7.97751e-03 7.97751e-03 1.11344e-02 1.11344e-02 1.12819e-02 1.36970e-02 2.46853e+00
9.65000e+01 2.34427e+00 2.49079e+00 2.53963e+00 4.83507e+00 4.88391e+00 5.03042e+00 7.37470e+00 8.30436e-03 8.82338e-03 8.99639e-03 1.21111e-02 1.22335e-02 1.26005e-02 1.50828e-02 2.38824e+00
9.75000e+01 2.13364e+00 2.36556e+00 2.55109e+00 4.49920e+00 4.68473e+00 4.91665e+00 7.05029e+00 7.51741e-03 8.33452e-03 8.98821e-03 1.12090e-02 1.16712e-02 1.22490e-02 1.43415e-02 2.35754e+00
9.85000e+01 2.40401e+00 2.45092e+00 2.21638e+00 4.85493e+00 4.62040e+00 4.66730e+00 7.07132e+00 8.48454e-03 8.65009e-03 7.82233e-03 1.21160e-02 1.15307e-02 1.16478e-02 1.44089e-02 2.36723e+00
9.95000e+01 2.15549e+00 2.47483e+00 2.24673e+00 4.63032e+00 4.40222e+00 4.72156e+00 6.87705e+00 7.68226e-03 8.82038e-03 8.00744e-03 1.16691e-02 1.10943e-02 1.18991e-02 1.41509e-02 2.42308e+00
